transaction_id,customer_id,merchant_id,amount,is_fraudulent,customer_age
45,981507,2099,6105.0974404058,0,41
401,474214,2048,1092.1033032813723,0,43
842,771418,2067,5821.767407023277,0,58
641,847783,2080,12487.606183707201,0,21
27,968903,2088,13686.233732497902,0,36
136,164995,2052,1660.3699293296715,0,26
1062,747279,2038,3680.886066141271,1,56
350,255651,2068,5925.283484304102,0,20
157,358144,2055,970.4052274200822,0,44
1103,337517,2001,10825.82158561397,0,33
602,110489,2033,6664.231152988298,0,49
552,822322,2084,15681.367975976751,0,23
162,999666,2060,3920.022238157763,0,20
589,373826,2101,6657.3951552084,0,33
582,842189,2032,6132.607514933247,0,47
673,211053,2069,3484.868762620677,0,48
440,549272,2024,8967.041933618917,1,60
317,1021662,2049,8834.605788317156,0,20
1134,610536,2032,844.9046917942233,1,48
