transaction_id,customer_id,merchant_id,amount,is_fraudulent,customer_age
396.57760709835645,252192.96712826303,2037.0241159716415,4950.390888391615,0,46.65064227198244
531.184213031582,805421.701944389,2061.773169183152,4799.328671906254,1,74.07145695025596
677.6114344445471,474925.940649413,2084.333062425347,1923.8033062670588,1,28.806670536166497
222.769965475564,813287.4152881146,2046.1541651371235,2926.1038931384583,1,24.50959435886879
624.5555961602412,274549.7110060398,2084.4511231172664,6900.364143892281,0,43.93269531733993
523.9907738605714,162560.3671735058,2102.87308508654,6633.270862298381,0,48.35094455463275
4.768817055406514,656541.3969289692,2015.529500355184,4901.433097393004,0,71.66293113076318
587.7351421779777,667106.7328321311,2018.0393216330533,3943.456308790309,0,65.16472740436093
500.8039970981816,101947.9352318912,2038.1736283848068,5996.27195066498,0,41.81321807940689
804.7509228605873,572413.4016142598,2091.789043337783,6865.461553446693,0,38.76114618269371
29.263204504743697,735247.9152996864,2089.84328352033,5861.983323303872,0,31.55810313132919
303.4748020561156,666408.1546831614,2051.858651408613,4327.6405355807965,0,53.11180769982377
660.9554931569049,743318.3548416158,2061.7142888166663,5395.939927945656,0,65.52501729141918
229.70401272967348,815419.8601956813,2062.122789612992,6273.672127482558,0,29.349520173092422
792.5164995482356,778727.1476498769,2066.864222666073,6148.974165774604,0,38.0932526354177
1179.9457359801509,237724.7586356839,2023.4711461863644,1505.5130429659832,0,38.77173091794313
43.04269383514631,616500.4909642723,2049.5567836685536,3687.644155263723,0,25.1739661159636
14.578724994378986,439178.8497627116,2088.9042971216327,4444.97413792151,1,46.277777666599874
585.8132469534081,700122.1757995993,2074.860748007481,5075.76439514201,0,44.744210850291545
485.7076798708622,299061.1334459638,2026.1043703469168,3636.353096027261,1,38.55900289773509
657.9834659566815,198395.7593284072,2043.2731711007384,5932.771367535563,0,36.030692796124136
611.0906714304099,658530.127414612,2068.7072393384783,1013.1599288193216,0,29.45940635602744
915.2382225772502,151961.94488411836,2003.6112164489475,4303.299878718726,1,64.47912527469997
595.9969140517155,521314.78907419735,2084.354703817293,8029.584011813275,0,59.764533100687416
642.0794733336749,501505.51682308136,2041.6332025622464,11463.2164695564,0,30.05457941471967
583.9843459635218,452583.80533394526,2019.9353491001848,8460.877000937395,0,60.48242783135466
302.7255887561069,112967.67164288068,2094.173340425808,7727.871598510402,0,47.90318149854333
841.7406861622776,106752.0440082069,2068.930257771944,4987.587078398464,0,44.81163046132055
655.789591731558,550055.5082950286,2102.824865216692,11084.066151084791,0,27.7540963427644
641.1008850821433,405525.890112912,2037.10825801,8878.312626859788,0,36.79219700663344
641.1901817672084,292596.45825253066,2100.3047283059386,5564.949447555942,0,29.491148000579063
556.8480364249976,172086.6127574023,2009.7429426302367,5022.917381993626,1,44.75303617066897
563.3229461004975,586335.3535388141,2048.794598188124,6060.859417505928,0,45.99511157988342
700.3782481257422,612001.6281950905,2080.44924014497,6192.439542267587,1,42.88346793804601
144.96498455130097,173947.3572522546,2004.3578013165795,19127.65107234092,0,49.54488904458612
522.668567314763,890150.4443812992,2054.5169151889445,9101.216314118406,0,44.529749019123365
